GAME_DATE,GAME_NUMBER,DAY_OF_WEEK,VISITING_TEAM,VISITING_LEAGUE,VISITING_GAME_NUMBER,HOME_TEAM,HOME_LEAGUE,HOME_GAME_NUMBER,VISITING_SCORE,HOME_SCORE,OUTS,DAY_NIGHT,COMPLETION_CODE,FORFEIT_CODE,PROTEST_CODE,PARK,ATTENDANCE,LENGTH_MINUTES,VISITING_LINE,HOME_LINE
20180329,0,Thu,COL,NL,1,ARI,NL,1,2,8,51,N,,,,PHO01,48703,216,100001000,30000320x
20180329,0,Thu,PHI,NL,1,ATL,NL,1,5,8,53,D,,,,ATL03,40208,208,100004000,000002033
20180329,0,Thu,SFN,NL,1,LAN,NL,1,1,0,54,D,,,,LOS03,53595,175,000010000,000000000
20180329,0,Thu,CHN,NL,1,MIA,NL,1,8,4,54,D,,,,MIA02,32151,198,310100300,103000000
20180329,0,Thu,SLN,NL,1,NYN,NL,1,4,9,51,D,,,,NYC20,44189,181,020101000,12005001x
20180329,0,Thu,MIL,NL,1,SDN,NL,1,2,1,72,D,,,,SAN02,44649,216,001000000001,000000001000
20180329,0,Thu,MIN,AL,1,BAL,AL,1,2,3,63,D,,,,BAL12,45469,211,00000000200,00000020001
20180329,0,Thu,CHA,AL,1,KCA,AL,1,14,7,54,D,,,,KAN06,36517,206,000530330,400000012
20180329,0,Thu,ANA,AL,1,OAK,AL,1,5,6,64,D,,,,OAK01,27764,242,02011100000,00004010001
20180329,0,Thu,CLE,AL,1,SEA,AL,1,1,2,51,N,,,,SEA03,47149,155,000000100,20000000x
20180329,0,Thu,BOS,AL,1,TBA,AL,1,4,6,51,D,,,,STP01,31042,180,030000100,00000006x
20180329,0,Thu,HOU,AL,1,TEX,AL,1,4,1,54,D,,,,ARL02,47253,179,101100010,000000001
20180329,0,Thu,NYA,AL,1,TOR,AL,1,6,1,54,D,,,,TOR02,48115,171,200020101,000000010
20180330,0,Fri,COL,NL,2,ARI,NL,2,8,9,51,N,,,,PHO01,23937,202,020500100,50202000x
20180330,0,Fri,PHI,NL,2,ATL,NL,2,5,4,66,N,,,,ATL03,35123,256,01101100001,00210001000
20180330,0,Fri,WAS,NL,1,CIN,NL,1,2,0,54,D,,,,CIN09,43878,189,100000001,000000000
20180330,0,Fri,SFN,NL,2,LAN,NL,2,1,0,54,N,,,,LOS03,53478,143,000000001,000000000
20180330,0,Fri,CHN,NL,2,MIA,NL,2,1,2,101,N,,,,MIA02,12034,318,00100000000000000,00100000000000001
20180330,0,Fri,MIL,NL,2,SDN,NL,2,8,6,54,N,,,,SAN02,31513,188,200010005,030100110
20180330,0,Fri,PIT,NL,1,DET,AL,1,13,10,78,D,,,,DET05,42516,327,0003010240003,0200004040000
20180330,0,Fri,ANA,AL,2,OAK,AL,2,2,1,54,N,,,,OAK01,27665,168,100000001,000000001
20180330,0,Fri,BOS,AL,2,TBA,AL,2,1,0,54,N,,,,STP01,19203,166,000000100,000000000
20180330,0,Fri,HOU,AL,2,TEX,AL,2,1,5,51,N,,,,ARL02,35469,182,000010000,01020020x
20180330,0,Fri,NYA,AL,2,TOR,AL,2,4,2,54,N,,,,TOR02,33716,169,010102000,010000001
20180331,0,Sat,COL,NL,3,ARI,NL,3,2,1,54,N,,,,PHO01,33346,174,000001010,000100000
20180331,0,Sat,PHI,NL,3,ATL,NL,3,2,15,51,N,,,,ATL03,37777,201,200000000,12410502x
20180331,0,Sat,WAS,NL,2,CIN,NL,2,13,7,54,D,,,,CIN09,27341,196,301110124,000102022
20180331,0,Sat,SFN,NL,3,LAN,NL,3,0,5,51,N,,,,LOS03,45938,163,000000000,20120000x
20180331,0,Sat,CHN,NL,3,MIA,NL,3,10,6,60,N,,,,MIA02,13422,237,0200310004,2000300100
20180331,0,Sat,SLN,NL,2,NYN,NL,2,2,6,51,D,,,,NYC20,36098,202,000100010,20011011x
20180331,0,Sat,MIL,NL,3,SDN,NL,3,7,3,54,N,,,,SAN02,35106,171,102200020,021000000
20180331,0,Sat,MIN,AL,2,BAL,AL,2,6,2,54,N,,,,BAL12,17763,170,102110100,000000002
20180331,0,Sat,CHA,AL,2,KCA,AL,2,4,3,54,N,,,,KAN06,17564,174,100000030,201000000
20180331,0,Sat,ANA,AL,3,OAK,AL,3,8,3,54,D,,,,OAK01,17012,203,102013001,000003000
20180331,0,Sat,CLE,AL,2,SEA,AL,2,6,5,54,D,,,,SEA03,35881,167,400200000,012002000
20180331,0,Sat,BOS,AL,3,TBA,AL,3,3,2,54,N,,,,STP01,17838,201,010101000,000001010
20180331,0,Sat,HOU,AL,3,TEX,AL,3,9,3,54,D,,,,ARL02,36892,199,031011210,001001010
20180331,0,Sat,NYA,AL,3,TOR,AL,3,3,5,51,D,,,,TOR02,37692,157,000020100,10100102x
20180401,0,Sun,WAS,NL,3,CIN,NL,3,6,5,54,D,,,,CIN09,10355,167,200001201,000001022
20180401,0,Sun,SFN,NL,4,LAN,NL,4,0,9,51,N,,,,LOS03,41866,167,000000000,00010404x
20180401,0,Sun,CHN,NL,4,MIA,NL,4,0,6,51,D,,,,MIA02,10428,156,000000000,00005100x
20180401,0,Sun,SLN,NL,3,NYN,NL,3,5,1,54,D,,,,NYC20,22486,195,011110010,010000000
20180401,0,Sun,MIN,AL,3,BAL,AL,3,7,0,54,D,,,,BAL12,17212,155,402001000,000000000
20180401,1,Sun,PIT,NL,2,DET,AL,2,1,0,54,D,,,,DET05,14858,150,100000000,000000000
20180401,2,Sun,PIT,NL,3,DET,AL,3,8,6,54,N,,,,DET05,18438,194,003050000,200101002
20180401,0,Sun,ANA,AL,4,OAK,AL,4,7,4,54,D,,,,OAK01,14644,187,020020300,030000001
20180401,0,Sun,CLE,AL,3,SEA,AL,3,4,5,51,D,,,,SEA03,24506,177,010100020,00002030x
20180401,0,Sun,BOS,AL,4,TBA,AL,4,2,1,54,D,,,,STP01,14256,204,000011000,010000000
20180401,0,Sun,HOU,AL,4,TEX,AL,4,8,2,54,D,,,,ARL02,26758,193,000022301,100000010
20180401,0,Sun,NYA,AL,4,TOR,AL,4,4,7,51,D,,,,TOR02,29091,183,004000000,01000024x
20180402,0,Mon,LAN,NL,5,ARI,NL,4,7,8,88,N,,,,PHO01,21735,346,300001110000001,101100003000002
20180402,0,Mon,WAS,NL,4,ATL,NL,4,8,1,54,N,,,,ATL03,25054,175,230010002,000100000
20180402,0,Mon,CHN,NL,5,CIN,NL,4,0,1,51,D,,,,CIN09,18963,153,000000000,00010000x
20180402,0,Mon,BOS,AL,5,MIA,NL,5,7,3,54,N,,,,MIA02,11113,189,000320101,010000011
20180402,0,Mon,SLN,NL,4,MIL,NL,4,8,4,54,D,,,,MIL06,45393,179,002024000,011002000
20180402,0,Mon,MIN,AL,4,PIT,NL,4,4,5,51,D,,,,PIT08,30186,206,000004000,50000000x
20180402,0,Mon,COL,NL,4,SDN,NL,4,7,4,54,N,,,,SAN02,16899,191,102020002,101000002
20180402,0,Mon,CLE,AL,4,ANA,AL,5,6,0,54,N,,,,ANA01,43904,205,011300010,000000000
20180402,0,Mon,KCA,AL,3,DET,AL,4,1,6,51,D,,,,DET05,15476,166,001000000,00104010x
20180402,0,Mon,BAL,AL,4,HOU,AL,5,1,6,51,N,,,,HOU03,42675,172,000000001,10030110x
20180402,0,Mon,TEX,AL,5,OAK,AL,5,1,3,51,N,,,,OAK01,7416,190,000010000,00100020x
20180402,0,Mon,CHA,AL,3,TOR,AL,5,2,4,51,N,,,,TOR02,16629,171,000100100,00000121x
20180403,0,Tue,LAN,NL,6,ARI,NL,5,1,6,51,N,,,,PHO01,27574,168,001000000,01100031x
20180403,0,Tue,WAS,NL,5,ATL,NL,5,6,13,51,N,,,,ATL03,26782,190,311000001,44111002x
20180403,0,Tue,BOS,AL,6,MIA,NL,6,4,2,78,N,,,,MIA02,14953,267,1000000000102,0001000000100
20180403,0,Tue,SLN,NL,5,MIL,NL,5,4,5,53,N,,,,MIL06,27760,191,202000000,000010022
20180403,0,Tue,PHI,NL,4,NYN,NL,4,0,2,51,N,,,,NYC20,21397,171,000000000,00000200x
20180403,0,Tue,COL,NL,5,SDN,NL,5,4,8,51,N,,,,SAN02,19283,167,002100001,01010330x
20180403,0,Tue,SEA,AL,4,SFN,NL,5,6,4,54,D,,,,SFO03,40901,182,400020000,000100210
20180403,0,Tue,CLE,AL,5,ANA,AL,6,2,13,51,N,,,,ANA01,35007,169,200000000,61103002x
20180403,0,Tue,KCA,AL,4,DET,AL,5,1,0,54,D,,,,DET05,15083,137,010000000,000000000
20180403,0,Tue,BAL,AL,5,HOU,AL,6,6,10,51,N,,,,HOU03,40081,199,100102110,20100250x
20180403,0,Tue,TBA,AL,5,NYA,AL,5,4,11,51,D,,,,NYC21,46776,209,001003000,01300043x
20180403,0,Tue,TEX,AL,6,OAK,AL,6,4,1,54,N,,,,OAK01,9157,170,021100000,001000000
20180403,0,Tue,CHA,AL,4,TOR,AL,6,5,14,51,N,,,,TOR02,17451,207,010111010,00330107x
20180404,0,Wed,LAN,NL,7,ARI,NL,6,0,3,51,D,,,,PHO01,25754,145,000000000,11100000x
20180404,0,Wed,WAS,NL,6,ATL,NL,6,1,7,51,D,,,,ATL03,29834,186,010000000,30020002x
20180404,0,Wed,SLN,NL,6,MIL,NL,6,6,0,54,N,,,,MIL06,27674,168,102102000,000000000
20180404,0,Wed,PHI,NL,5,NYN,NL,5,2,4,51,D,,,,NYC20,21328,185,002000000,20000200x
20180404,0,Wed,MIN,AL,5,PIT,NL,5,7,3,54,N,,,,PIT08,20690,205,001104100,200100000
20180404,0,Wed,COL,NL,6,SDN,NL,6,5,2,54,N,,,,SAN02,19698,161,320000000,000000020
20180404,0,Wed,SEA,AL,5,SFN,NL,6,1,10,51,D,,,,SFO03,42582,172,000001000,31005010x
20180404,0,Wed,CLE,AL,6,ANA,AL,7,2,3,76,D,,,,ANA01,32412,268,1000100000000,0000200000001
20180404,0,Wed,BAL,AL,6,HOU,AL,7,2,3,51,D,,,,HOU03,27698,162,100100000,01000110x
20180404,0,Wed,TBA,AL,6,NYA,AL,6,2,7,51,D,,,,NYC21,40028,164,100000010,20230000x
20180404,0,Wed,TEX,AL,7,OAK,AL,7,2,6,51,N,,,,OAK01,7908,143,000010001,01040010x
20180404,0,Wed,CHA,AL,5,TOR,AL,7,4,3,54,N,,,,TOR02,17268,176,010020010,000102000
20180405,0,Thu,CHN,NL,6,MIL,NL,7,8,0,54,N,,,,MIL06,24310,172,032000012,000000000
20180405,0,Thu,MIA,NL,7,PHI,NL,6,0,5,51,D,,,,PHI13,44488,183,000000000,20100020x
20180405,0,Thu,CIN,NL,5,PIT,NL,6,2,5,51,N,,,,PIT08,9227,167,010000010,00104000x
20180405,0,Thu,COL,NL,7,SDN,NL,7,3,1,54,D,,,,SAN02,20509,178,000000003,000000001
20180405,0,Thu,ARI,NL,7,SLN,NL,7,3,1,54,N,,,,STL10,46512,212,020100000,000100000
20180405,0,Thu,NYN,NL,6,WAS,NL,7,8,2,54,D,,,,WAS11,42477,177,010120400,101000000
20180405,0,Thu,TBA,AL,7,BOS,AL,7,2,3,70,D,,,,BOS07,36134,235,000000020000,000000002001
20180405,0,Thu,DET,AL,6,CHA,AL,6,9,7,60,D,,,,CHI12,33318,243,0101100132,2110201000
20180405,0,Thu,SEA,AL,6,MIN,AL,6,2,4,51,D,,,,MIN04,39214,189,200000000,00000211x
20180405,0,Thu,BAL,AL,7,NYA,AL,7,5,2,54,N,,,,NYC21,33653,195,000000500,000001100
20180405,0,Thu,TEX,AL,8,OAK,AL,8,6,3,54,D,,,,OAK01,10132,190,040000002,002001000
20180406,0,Fri,ATL,NL,7,COL,NL,8,8,3,54,D,,,,DEN02,48216,176,400031000,100200000
20180406,0,Fri,CHN,NL,7,MIL,NL,8,4,5,52,N,,,,MIL06,37758,225,200002000,000040001
20180406,0,Fri,CIN,NL,6,PIT,NL,7,3,14,51,N,,,,PIT08,11115,206,002000001,02200640x
20180406,0,Fri,OAK,AL,9,ANA,AL,8,9,13,51,N,,,,ANA01,36023,215,150020100,01042051x
20180406,0,Fri,KCA,AL,5,CLE,AL,7,2,3,51,D,,,,CLE08,34720,161,200000000,30000000x
20180406,0,Fri,SDN,NL,8,HOU,AL,8,4,1,54,N,,,,HOU03,41138,191,100020001,001000000
20180406,0,Fri,BAL,AL,8,NYA,AL,8,7,3,84,N,,,,NYC21,34244,320,10110000000004,10100001000000
20180406,0,Fri,TOR,AL,8,TEX,AL,9,8,5,54,N,,,,ARL02,21670,186,003302000,000001400
20180407,0,Sat,ATL,NL,8,COL,NL,9,2,3,59,N,,,,DEN02,40120,208,0000010010,0011000001
20180407,0,Sat,CHN,NL,8,MIL,NL,9,5,2,54,D,,,,MIL06,43331,206,000001004,000100010
20180407,0,Sat,MIA,NL,8,PHI,NL,7,1,20,51,N,,,,PHI13,33660,201,100000000,50480210x
20180407,0,Sat,CIN,NL,7,PIT,NL,8,7,4,54,N,,,,PIT08,14336,189,001012030,220000000
20180407,0,Sat,LAN,NL,8,SFN,NL,7,5,7,81,D,,,,SFO03,42308,316,00100210000001,10020100000003
20180407,0,Sat,ARI,NL,8,SLN,NL,8,3,5,51,D,,,,STL10,41113,178,101000010,10400000x
20180407,0,Sat,NYN,NL,7,WAS,NL,8,3,2,54,D,,,,WAS11,28952,179,000001200,000011000
20180407,0,Sat,OAK,AL,10,ANA,AL,9,7,3,54,N,,,,ANA01,40129,200,030010021,000200100
20180407,0,Sat,TBA,AL,8,BOS,AL,8,3,10,51,D,,,,BOS07,31821,168,200000010,44000020x
20180407,0,Sat,DET,AL,7,CHA,AL,7,6,1,54,D,,,,CHI12,16625,219,002012001,000000100
20180407,0,Sat,KCA,AL,6,CLE,AL,8,1,0,54,D,,,,CLE08,17362,149,000000100,000000000
20180407,0,Sat,SDN,NL,9,HOU,AL,9,0,1,59,N,,,,HOU03,42306,207,0000000000,0000000001
20180407,0,Sat,SEA,AL,7,MIN,AL,7,11,4,54,D,,,,MIN04,18416,216,000320051,000003001
20180407,0,Sat,BAL,AL,9,NYA,AL,9,3,8,51,D,,,,NYC21,34388,183,002100000,02001230x
20180407,0,Sat,TOR,AL,9,TEX,AL,10,1,5,51,N,,,,ARL02,26229,157,000001000,01004000x
20180408,0,Sun,ATL,NL,9,COL,NL,10,4,0,54,D,,,,DEN02,42031,146,000012100,000000000
20180408,0,Sun,CHN,NL,9,MIL,NL,10,3,0,54,D,,,,MIL06,39282,161,000110100,000000000
20180408,0,Sun,MIA,NL,9,PHI,NL,8,6,3,54,D,,,,PHI13,34326,184,300000030,201000000
20180408,0,Sun,CIN,NL,8,PIT,NL,9,0,5,51,D,,,,PIT08,11251,148,000000000,01004000x
20180408,0,Sun,LAN,NL,9,SFN,NL,8,2,1,60,D,,,,SFO03,42374,184,0001000001,0000000100
20180408,0,Sun,ARI,NL,9,SLN,NL,9,4,1,54,D,,,,STL10,40468,173,000000130,000010000
20180408,0,Sun,NYN,NL,8,WAS,NL,9,6,5,72,N,,,,WAS11,21579,243,004010000001,200110100000
20180408,0,Sun,OAK,AL,11,ANA,AL,10,1,6,51,D,,,,ANA01,44742,173,000000001,20120100x
20180408,0,Sun,TBA,AL,9,BOS,AL,9,7,8,51,D,,,,BOS07,31979,230,011111200,10001006x
20180408,0,Sun,DET,AL,8,CHA,AL,8,1,0,54,D,,,,CHI12,11131,158,100000000,000000000
20180408,0,Sun,KCA,AL,7,CLE,AL,9,1,3,52,D,,,,CLE08,14240,175,000010000,000000012
20180408,0,Sun,SDN,NL,10,HOU,AL,10,1,4,51,D,,,,HOU03,37093,145,000001000,00003100x
20180408,0,Sun,BAL,AL,10,NYA,AL,10,8,7,72,D,,,,NYC21,37096,288,011021200001,500010100000
20180408,0,Sun,TOR,AL,10,TEX,AL,11,7,4,54,D,,,,ARL02,26902,196,401002000,100002010
20180409,0,Mon,SDN,NL,11,COL,NL,11,7,6,54,N,,,,DEN02,20291,166,010510000,010302000
20180409,0,Mon,NYN,NL,9,MIA,NL,10,4,2,54,N,,,,MIA02,7003,190,021000100,000011000
20180409,0,Mon,CIN,NL,9,PHI,NL,9,5,6,51,N,,,,PHI13,18127,202,102101000,21200001x
20180409,0,Mon,ARI,NL,10,SFN,NL,9,2,1,54,N,,,,SFO03,36997,153,200000000,000000010
20180409,0,Mon,MIL,NL,11,SLN,NL,10,5,4,60,N,,,,STL10,35189,221,0202000001,0030000010
20180409,0,Mon,ATL,NL,10,WAS,NL,10,0,2,51,N,,,,WAS11,19528,141,000000000,20000000x
20180409,0,Mon,TOR,AL,11,BAL,AL,11,7,1,54,N,,,,BAL12,7915,176,002000005,001000000
20180409,0,Mon,TBA,AL,10,CHA,AL,9,5,4,54,D,,,,CHI12,10377,227,100121000,100021000
20180409,0,Mon,DET,AL,9,CLE,AL,10,0,2,51,N,,,,CLE08,9843,159,000000000,00002000x
20180409,0,Mon,SEA,AL,8,KCA,AL,8,0,10,51,N,,,,KAN06,12324,165,000000000,30150001x
20180409,0,Mon,HOU,AL,11,MIN,AL,8,2,0,54,N,,,,MIN04,15521,208,000001010,000000000
20180409,0,Mon,ANA,AL,11,TEX,AL,12,8,3,54,N,,,,ARL02,16718,208,100202030,000100101
20180410,0,Tue,PIT,NL,10,CHN,NL,10,8,5,54,D,,,,CHI11,40144,185,013100300,110000120
20180410,0,Tue,SDN,NL,12,COL,NL,12,5,2,54,N,,,,DEN02,22446,159,001010300,200000000
20180410,0,Tue,OAK,AL,12,LAN,NL,10,0,4,51,N,,,,LOS03,41243,169,000000000,20000200x
20180410,0,Tue,NYN,NL,10,MIA,NL,11,8,6,54,N,,,,MIA02,6516,179,100111022,000040200
20180410,0,Tue,CIN,NL,10,PHI,NL,10,1,6,51,N,,,,PHI13,20895,164,000010000,00000114x
20180410,0,Tue,ARI,NL,11,SFN,NL,10,4,5,52,N,,,,SFO03,37869,204,200000101,000003011
20180410,0,Tue,MIL,NL,12,SLN,NL,11,3,5,63,N,,,,STL10,35220,242,10000000110,00000100112
20180410,0,Tue,ATL,NL,11,WAS,NL,11,1,4,51,N,,,,WAS11,19357,164,000000001,20010100x
20180410,0,Tue,TOR,AL,12,BAL,AL,12,2,1,54,N,,,,BAL12,8640,157,000000011,000000010
20180410,0,Tue,NYA,AL,11,BOS,AL,10,1,14,51,N,,,,BOS07,32357,191,000010000,13010900x
20180410,0,Tue,TBA,AL,11,CHA,AL,10,6,5,54,D,,,,CHI12,10069,224,002111001,000010004
20180410,0,Tue,DET,AL,10,CLE,AL,11,1,2,51,N,,,,CLE08,10078,167,000000100,10000001x
20180410,0,Tue,SEA,AL,9,KCA,AL,9,8,3,54,N,,,,KAN06,14850,178,130013000,000201000
20180410,0,Tue,HOU,AL,12,MIN,AL,9,1,4,51,N,,,,MIN04,15500,201,010000000,21000001x
20180410,0,Tue,ANA,AL,12,TEX,AL,13,11,1,54,N,,,,ARL02,18697,187,312301100,010000000
20180411,0,Wed,PIT,NL,11,CHN,NL,11,5,13,51,N,,,,CHI11,35596,179,030010010,04000441x
20180411,0,Wed,SDN,NL,13,COL,NL,13,4,6,51,D,,,,DEN02,21248,176,000003010,00500100x
20180411,0,Wed,OAK,AL,13,LAN,NL,11,16,6,54,N,,,,LOS03,49394,230,200502124,100102011
20180411,0,Wed,NYN,NL,11,MIA,NL,12,4,1,54,N,,,,MIA02,6150,147,000000040,100000000
20180411,0,Wed,CIN,NL,11,PHI,NL,11,3,4,71,N,,,,PHI13,19099,228,000200001000,020010000001
20180411,0,Wed,ARI,NL,12,SFN,NL,11,7,3,54,D,,,,SFO03,35041,189,000211300,000030000
20180411,0,Wed,MIL,NL,13,SLN,NL,12,3,2,54,D,,,,STL10,35814,180,011010000,000001001
20180411,0,Wed,ATL,NL,12,WAS,NL,12,5,3,72,D,,,,WAS11,21109,223,100100000012,001000001010
20180411,0,Wed,TOR,AL,13,BAL,AL,13,3,5,51,N,,,,BAL12,10399,177,100011000,00031100x
20180411,0,Wed,NYA,AL,12,BOS,AL,11,10,7,54,N,,,,BOS07,32400,239,401302000,100050001
20180411,0,Wed,TBA,AL,12,CHA,AL,11,1,2,51,D,,,,CHI12,10431,182,000010000,00000002x
20180411,0,Wed,DET,AL,11,CLE,AL,12,1,5,51,N,,,,CLE08,10872,164,000001000,00040010x
20180411,0,Wed,SEA,AL,10,KCA,AL,10,4,2,54,D,,,,KAN06,14314,168,200000020,000200000
20180411,0,Wed,HOU,AL,13,MIN,AL,10,8,9,53,D,,,,MIN04,15438,215,100041002,000800001
20180411,0,Wed,ANA,AL,13,TEX,AL,14,7,2,54,N,,,,ARL02,20363,207,020102002,001000001
20180412,0,Thu,PIT,NL,12,CHN,NL,12,6,1,54,D,,,,CHI11,29949,177,100010400,000100000
20180412,0,Thu,SLN,NL,13,CIN,NL,12,13,4,54,N,,,,CIN09,11128,212,201011701,202000000
20180412,0,Thu,SFN,NL,12,SDN,NL,14,7,0,54,N,,,,SAN02,22288,167,300004000,000000000
20180412,0,Thu,COL,NL,14,WAS,NL,13,5,1,54,N,,,,WAS11,24213,163,210002000,000010000
20180412,0,Thu,NYA,AL,13,BOS,AL,12,3,6,51,N,,,,BOS07,36341,181,000000003,04200000x
20180412,0,Thu,DET,AL,12,CLE,AL,13,3,9,51,N,,,,CLE08,12901,178,001000110,24030000x
20180412,0,Thu,ANA,AL,14,KCA,AL,11,7,1,54,N,,,,KAN06,14714,180,100000510,000000010
20180412,0,Thu,CHA,AL,12,MIN,AL,11,0,4,51,N,,,,MIN04,15474,175,000000000,00200020x
20180413,0,Fri,ATL,NL,13,CHN,NL,13,4,0,54,D,,,,CHI11,29775,189,000040000,000000000
20180413,0,Fri,SLN,NL,14,CIN,NL,13,5,3,54,N,,,,CIN09,19561,185,010004000,000000210
20180413,0,Fri,ARI,NL,13,LAN,NL,12,8,7,54,N,,,,LOS03,43791,210,104000210,100001320
20180413,0,Fri,PIT,NL,13,MIA,NL,13,2,7,51,N,,,,MIA02,6852,168,000020000,01003120x
20180413,0,Fri,MIL,NL,14,NYN,NL,12,5,6,51,N,,,,NYC20,34921,190,000202010,11013000x
20180413,0,Fri,SFN,NL,13,SDN,NL,15,1,5,51,N,,,,SAN02,31675,152,000000100,00002210x
20180413,0,Fri,COL,NL,15,WAS,NL,14,2,1,54,N,,,,WAS11,32702,184,000101000,000010000
20180413,0,Fri,BAL,AL,14,BOS,AL,13,3,7,51,N,,,,BOS07,32610,202,100000200,41100100x
20180413,0,Fri,TOR,AL,14,CLE,AL,14,8,4,54,N,,,,CLE08,25592,192,000400103,220000000
20180413,0,Fri,NYA,AL,14,DET,AL,13,8,6,54,N,,,,DET05,21363,208,020031020,000010230
20180413,0,Fri,TEX,AL,15,HOU,AL,14,2,3,51,N,,,,HOU03,32129,170,000000200,10001001x
20180413,0,Fri,ANA,AL,15,KCA,AL,12,5,4,54,N,,,,KAN06,15011,204,002000120,001300000
20180413,0,Fri,OAK,AL,14,SEA,AL,11,4,7,51,N,,,,SEA03,25352,188,200001010,20000050x
20180413,0,Fri,PHI,NL,12,TBA,AL,13,2,1,54,N,,,,STP01,13372,173,000001001,010000000
20180414,0,Sat,ATL,NL,14,CHN,NL,14,10,14,51,D,,,,CHI11,36788,223,135100000,10100129x
20180414,0,Sat,SLN,NL,15,CIN,NL,14,6,1,54,D,,,,CIN09,19213,163,110211000,000010000
20180414,0,Sat,ARI,NL,14,LAN,NL,13,9,1,54,N,,,,LOS03,44306,190,003220011,010000000
20180414,0,Sat,PIT,NL,14,MIA,NL,14,1,0,54,N,,,,MIA02,26816,151,000000001,000000000
20180414,0,Sat,MIL,NL,15,NYN,NL,13,5,1,54,N,,,,NYC20,40965,166,030100001,000001000
20180414,0,Sat,SFN,NL,14,SDN,NL,16,4,5,51,N,,,,SAN02,41117,179,000310000,20001020x
20180414,0,Sat,COL,NL,16,WAS,NL,15,2,6,51,D,,,,WAS11,31700,173,200000000,00010410x
20180414,0,Sat,BAL,AL,15,BOS,AL,14,3,10,51,D,,,,BOS07,33584,185,000020001,30140110x
20180414,0,Sat,TEX,AL,16,HOU,AL,15,6,5,60,D,,,,HOU03,40679,206,0000110301,0005000000
20180414,0,Sat,ANA,AL,16,KCA,AL,13,5,3,54,N,,,,KAN06,15876,183,001121000,000010110
20180414,0,Sat,OAK,AL,15,SEA,AL,12,8,10,51,N,,,,SEA03,29013,212,003100310,03203110x
20180414,0,Sat,PHI,NL,13,TBA,AL,14,9,4,54,N,,,,STP01,20934,166,060120000,000201001
20180415,0,Sun,SLN,NL,16,CIN,NL,15,3,2,54,D,,,,CIN09,15557,160,020000100,000000011
20180415,0,Sun,ARI,NL,15,LAN,NL,14,2,7,51,D,,,,LOS03,47527,189,000000101,01312000x
20180415,0,Sun,PIT,NL,15,MIA,NL,15,7,3,54,D,,,,MIA02,10621,183,003010201,100000200
20180415,0,Sun,MIL,NL,16,NYN,NL,14,2,3,53,D,,,,NYC20,26035,208,000002000,100001001
20180415,0,Sun,SFN,NL,15,SDN,NL,17,1,10,51,D,,,,SAN02,34316,189,010000000,00231130x
20180415,0,Sun,COL,NL,17,WAS,NL,16,6,5,54,D,,,,WAS11,25462,194,000103011,100021010
20180415,0,Sun,BAL,AL,16,BOS,AL,15,1,3,51,D,,,,BOS07,32489,174,100000000,00001200x
20180415,0,Sun,TEX,AL,17,HOU,AL,16,3,1,60,N,,,,HOU03,31803,186,0010000002,0000000100
20180415,0,Sun,OAK,AL,16,SEA,AL,13,2,1,54,D,,,,SEA03,25882,160,200000000,000010000
20180415,0,Sun,PHI,NL,14,TBA,AL,15,10,4,54,D,,,,STP01,19841,214,004010050,200100010
20180416,0,Mon,PHI,NL,15,ATL,NL,15,1,2,51,N,,,,ATL03,17812,160,100000000,10010000x
20180416,0,Mon,CIN,NL,16,MIL,NL,17,10,4,54,N,,,,MIL06,28677,171,030006010,000000400
20180416,0,Mon,WAS,NL,17,NYN,NL,15,8,6,54,N,,,,NYC20,22829,205,100000061,101002200
20180416,0,Mon,COL,NL,18,PIT,NL,16,6,2,54,N,,,,PIT08,8958,155,200300010,000011000
20180416,0,Mon,LAN,NL,15,SDN,NL,18,10,3,54,N,,,,SAN02,23082,170,015000004,020000001
20180416,0,Mon,MIA,NL,16,NYA,AL,15,1,12,51,N,,,,NYC21,32525,218,000000010,21224010x
20180416,0,Mon,CHA,AL,13,OAK,AL,17,1,8,51,N,,,,OAK01,7479,176,000000001,00011033x
20180416,0,Mon,HOU,AL,17,SEA,AL,14,1,2,51,N,,,,SEA03,12923,141,100000000,00010100x
20180416,0,Mon,TEX,AL,18,TBA,AL,16,4,8,51,N,,,,STP01,9363,169,000100030,14120000x
20180417,0,Tue,SFN,NL,16,ARI,NL,16,0,1,51,N,,,,PHO01,19669,125,000000000,00000001x
20180417,0,Tue,PHI,NL,16,ATL,NL,16,5,1,60,N,,,,ATL03,17913,216,0010000004,1000000000
20180417,0,Tue,SLN,NL,17,CHN,NL,15,5,3,54,N,,,,CHI11,35103,213,002000030,000100020
20180417,0,Tue,CIN,NL,17,MIL,NL,18,0,2,51,N,,,,MIL06,31345,176,000000000,00000200x
20180417,0,Tue,WAS,NL,18,NYN,NL,16,5,2,54,N,,,,NYC20,22724,191,001200110,000020000
20180417,0,Tue,COL,NL,19,PIT,NL,17,2,0,54,N,,,,PIT08,8869,151,100100000,000000000
20180417,0,Tue,LAN,NL,16,SDN,NL,19,7,3,72,N,,,,SAN02,22959,252,200010000004,000001002000
20180417,0,Tue,BOS,AL,16,ANA,AL,17,10,1,54,N,,,,ANA01,44822,195,125100010,001000000
20180417,0,Tue,BAL,AL,17,DET,AL,14,2,4,51,N,,,,DET05,15530,164,001010000,02001001x
20180417,0,Tue,CLE,AL,15,MIN,AL,12,6,1,54,N,,,,SJU01,19516,204,000022110,000000100
